id,properties/icon,properties/name,properties/language/longitude,properties/language/pk,properties/language/name,properties/language/id,properties/language/latitude,type,geometry/coordinates/0,geometry/coordinates/1,geometry/type
BAETORA_NAVENEVENE,http://asjp.clld.org/clld-static/icons/cff6600.png,Baetora Navenevene,168.13,4152,Baetora Navenevene,BAETORA_NAVENEVENE,-15.22,Feature,168.13,-15.22,Point
BAETORA_TAM,http://asjp.clld.org/clld-static/icons/cff6600.png,Baetora Tam,168.16,4153,Baetora Tam,BAETORA_TAM,-15.19,Feature,168.16,-15.19,Point
BAETORA,http://asjp.clld.org/clld-static/icons/cff6600.png,Baetora,168.17,4154,Baetora,BAETORA,-15.37,Feature,168.17,-15.37,Point
BAKI,http://asjp.clld.org/clld-static/icons/cff6600.png,Baki,168.14,4155,Baki,BAKI,-16.71,Feature,168.14,-16.71,Point
BALUAN_PAM,http://asjp.clld.org/clld-static/icons/cff6600.png,Baluan Pam,147.33,4156,Baluan Pam,BALUAN_PAM,-2.5,Feature,147.33,-2.5,Point
BANONI,http://asjp.clld.org/clld-static/icons/cff6600.png,Banoni,155.25,4157,Banoni,BANONI,-6.42,Feature,155.25,-6.42,Point
BANUA,http://asjp.clld.org/clld-static/icons/cff6600.png,Banua,165.87,4158,Banua,BANUA,-10.78,Feature,165.87,-10.78,Point
BARIAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Bariai,148.63,4159,Bariai,BARIAI,-5.48,Feature,148.63,-5.48,Point
BARIM,http://asjp.clld.org/clld-static/icons/cff6600.png,Barim,147.92,4160,Barim,BARIM,-5.83,Feature,147.92,-5.83,Point
BAROK,http://asjp.clld.org/clld-static/icons/cff6600.png,Barok,152.17,4161,Barok,BAROK,-3.5,Feature,152.17,-3.5,Point
BAROO_BAURO,http://asjp.clld.org/clld-static/icons/cff6600.png,Baroo Bauro,161.83,4162,Baroo Bauro,BAROO_BAURO,-10.67,Feature,161.83,-10.67,Point
BAURO,http://asjp.clld.org/clld-static/icons/cff6600.png,Bauro,161.83,4163,Bauro,BAURO,-10.67,Feature,161.83,-10.67,Point
BIEM,http://asjp.clld.org/clld-static/icons/cff6600.png,Biem,144.58,4164,Biem,BIEM,-3.5,Feature,144.58,-3.5,Point
BIEREBO_BONKOVIA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bierebo Bonkovia,168.16,4165,Bierebo Bonkovia,BIEREBO_BONKOVIA,-16.75,Feature,168.16,-16.75,Point
BIEREBO_BURUPIKA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bierebo Burupika,168.19,4166,Bierebo Burupika,BIEREBO_BURUPIKA,-16.63,Feature,168.19,-16.63,Point
BIEREBO_TAVIO,http://asjp.clld.org/clld-static/icons/cff6600.png,Bierebo Tavio,168.23,4167,Bierebo Tavio,BIEREBO_TAVIO,-16.67,Feature,168.23,-16.67,Point
BIEREBO_YEVALI,http://asjp.clld.org/clld-static/icons/cff6600.png,Bierebo Yevali,168.17,4168,Bierebo Yevali,BIEREBO_YEVALI,-16.62,Feature,168.17,-16.62,Point
BIERIA_VOVO,http://asjp.clld.org/clld-static/icons/cff6600.png,Bieria Vovo,168.21,4169,Bieria Vovo,BIERIA_VOVO,-16.81,Feature,168.21,-16.81,Point
BIG_NAMBAS_LEVIAMP,http://asjp.clld.org/clld-static/icons/cff6600.png,Big Nambas Leviamp,167.17,4170,Big Nambas Leviamp,BIG_NAMBAS_LEVIAMP,-16.09,Feature,167.17,-16.09,Point
BIG_NAMBAS_UNMET,http://asjp.clld.org/clld-static/icons/cff6600.png,Big Nambas Unmet,167.25,4171,Big Nambas Unmet,BIG_NAMBAS_UNMET,-16.15,Feature,167.25,-16.15,Point
BILBIL,http://asjp.clld.org/clld-static/icons/cff6600.png,Bilbil,145.75,4172,Bilbil,BILBIL,-5.25,Feature,145.75,-5.25,Point
BILEKI_NAKANAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Bileki Nakanai,150.6,4173,Bileki Nakanai,BILEKI_NAKANAI,-5.58,Feature,150.6,-5.58,Point
BILIAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Biliau,146.33,4174,Biliau,BILIAU,-5.67,Feature,146.33,-5.67,Point
BILUR,http://asjp.clld.org/clld-static/icons/cff6600.png,Bilur,152.42,4175,Bilur,BILUR,-4.25,Feature,152.42,-4.25,Point
BINA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bina,10,4176,Bina,BINA,3,Feature,10,3,Point
BLABLANGA,http://asjp.clld.org/clld-static/icons/cff6600.png,Blablanga,159.33,4177,Blablanga,BLABLANGA,-8.17,Feature,159.33,-8.17,Point
BOLA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bola,150,4178,Bola,BOLA,-5.4,Feature,150,-5.4,Point
BONGGO,http://asjp.clld.org/clld-static/icons/cff6600.png,Bonggo,139.5,4179,Bonggo,BONGGO,-2.25,Feature,139.5,-2.25,Point
BUANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Buang,146.83,4180,Buang,BUANG,-6.92,Feature,146.83,-6.92,Point
BUANG_MAPOS,http://asjp.clld.org/clld-static/icons/cff6600.png,Buang Mapos,146.83,4181,Buang Mapos,BUANG_MAPOS,-6.92,Feature,146.83,-6.92,Point
BUASI,http://asjp.clld.org/clld-static/icons/cff6600.png,Buasi,146.92,4182,Buasi,BUASI,-6.92,Feature,146.92,-6.92,Point
BUBWAF,http://asjp.clld.org/clld-static/icons/cff6600.png,Bubwaf,146.33,4183,Bubwaf,BUBWAF,-6.83,Feature,146.33,-6.83,Point
BUGAWAC,http://asjp.clld.org/clld-static/icons/cff6600.png,Bugawac,147.25,4184,Bugawac,BUGAWAC,-6.75,Feature,147.25,-6.75,Point
BUGHOTU,http://asjp.clld.org/clld-static/icons/cff6600.png,Bughotu,159.83,4185,Bughotu,BUGHOTU,-8.5,Feature,159.83,-8.5,Point
BUHUTU,http://asjp.clld.org/clld-static/icons/cff6600.png,Buhutu,150.33,4186,Buhutu,BUHUTU,-10.5,Feature,150.33,-10.5,Point
BUKAUA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bukaua,147.25,4187,Bukaua,BUKAUA,-6.75,Feature,147.25,-6.75,Point
BUNAMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bunama,151.08,4188,Bunama,BUNAMA,-10.08,Feature,151.08,-10.08,Point
BURMBAR_LEPAXSIVIR,http://asjp.clld.org/clld-static/icons/cff6600.png,Burmbar Lepaxsivir,167.77,4189,Burmbar Lepaxsivir,BURMBAR_LEPAXSIVIR,-16.41,Feature,167.77,-16.41,Point
BURMBAR_VARTAVO,http://asjp.clld.org/clld-static/icons/cff6600.png,Burmbar Vartavo,167.77,4190,Burmbar Vartavo,BURMBAR_VARTAVO,-16.35,Feature,167.77,-16.35,Point
BURMBAR,http://asjp.clld.org/clld-static/icons/cff6600.png,Burmbar,167.77,4191,Burmbar,BURMBAR,-16.37,Feature,167.77,-16.37,Point
BUTMAS,http://asjp.clld.org/clld-static/icons/cff6600.png,Butmas,167.06,4192,Butmas,BUTMAS,-15.41,Feature,167.06,-15.41,Point
BWAIDOKA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bwaidoka,150.33,4193,Bwaidoka,BWAIDOKA,-9.5,Feature,150.33,-9.5,Point
BWANABWANA,http://asjp.clld.org/clld-static/icons/cff6600.png,Bwanabwana,151.25,4194,Bwanabwana,BWANABWANA,-10.75,Feature,151.25,-10.75,Point
CAAC,http://asjp.clld.org/clld-static/icons/cff6600.png,Caac,164.58,4195,Caac,CAAC,-20.42,Feature,164.58,-20.42,Point
CAROLINIAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Carolinian,145.75,4196,Carolinian,CAROLINIAN,15.2,Feature,145.75,15.2,Point
CEMUHI,http://asjp.clld.org/clld-static/icons/cff6600.png,Cemuhi,165,4197,Cemuhi,CEMUHI,-20.83,Feature,165,-20.83,Point
CENTRAL_MAEWO,http://asjp.clld.org/clld-static/icons/cff6600.png,Central Maewo,168.09,4198,Central Maewo,CENTRAL_MAEWO,-15.09,Feature,168.09,-15.09,Point
CHEKE_HOLO,http://asjp.clld.org/clld-static/icons/cff6600.png,Cheke Holo,159.67,4199,Cheke Holo,CHEKE_HOLO,-8.33,Feature,159.67,-8.33,Point
DAGIN,http://asjp.clld.org/clld-static/icons/cff6600.png,Dagin,146.67,4200,Dagin,DAGIN,-6.75,Feature,146.67,-6.75,Point
DAKAKA_BAIAP,http://asjp.clld.org/clld-static/icons/cff6600.png,Dakaka Baiap,167.97,4201,Dakaka Baiap,DAKAKA_BAIAP,-16.28,Feature,167.97,-16.28,Point
DAKAKA_SESIVI,http://asjp.clld.org/clld-static/icons/cff6600.png,Dakaka Sesivi,168.02,4202,Dakaka Sesivi,DAKAKA_SESIVI,-16.32,Feature,168.02,-16.32,Point
DAMBI,http://asjp.clld.org/clld-static/icons/cff6600.png,Dambi,146.5,4203,Dambi,DAMBI,-7,Feature,146.5,-7,Point
DAMI,http://asjp.clld.org/clld-static/icons/cff6600.png,Dami,145.4,4204,Dami,DAMI,-5.3,Feature,145.4,-5.3,Point
DANGAL,http://asjp.clld.org/clld-static/icons/cff6600.png,Dangal,146.33,4205,Dangal,DANGAL,-7.08,Feature,146.33,-7.08,Point
DAWAWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Dawawa,149.92,4206,Dawawa,DAWAWA,-10.17,Feature,149.92,-10.17,Point
DEHU,http://asjp.clld.org/clld-static/icons/cff6600.png,Dehu,167.25,4207,Dehu,DEHU,-21,Feature,167.25,-21,Point
DHADHAJE_BOGHOTU,http://asjp.clld.org/clld-static/icons/cff6600.png,Dhadhaje Boghotu,159.83,4208,Dhadhaje Boghotu,DHADHAJE_BOGHOTU,-8.5,Feature,159.83,-8.5,Point
DIODIO,http://asjp.clld.org/clld-static/icons/cff6600.png,Diodio,150.17,4209,Diodio,DIODIO,-9.42,Feature,150.17,-9.42,Point
DIXON_REEF_1,http://asjp.clld.org/clld-static/icons/cff6600.png,Dixon Reef 1,167.4,4210,Dixon Reef 1,DIXON_REEF_1,-16.31,Feature,167.4,-16.31,Point
DIXON_REEF_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Dixon Reef 2,167.4,4211,Dixon Reef 2,DIXON_REEF_2,-16.35,Feature,167.4,-16.35,Point
DOBU,http://asjp.clld.org/clld-static/icons/cff6600.png,Dobu,150.75,4212,Dobu,DOBU,-9.75,Feature,150.75,-9.75,Point
DORIO,http://asjp.clld.org/clld-static/icons/cff6600.png,Dorio,160.83,4213,Dorio,DORIO,-9,Feature,160.83,-9,Point
DOURA,http://asjp.clld.org/clld-static/icons/cff6600.png,Doura,147,4214,Doura,DOURA,-9.08,Feature,147,-9.08,Point
DUKE,http://asjp.clld.org/clld-static/icons/cff6600.png,Duke,157,4215,Duke,DUKE,-8,Feature,157,-8,Point
DUMBEA,http://asjp.clld.org/clld-static/icons/cff6600.png,Dumbea,166.5,4216,Dumbea,DUMBEA,-22.08,Feature,166.5,-22.08,Point
DUNGUNTUNG,http://asjp.clld.org/clld-static/icons/cff6600.png,Dunguntung,146.33,4217,Dunguntung,DUNGUNTUNG,-6.83,Feature,146.33,-6.83,Point
DUWET,http://asjp.clld.org/clld-static/icons/cff6600.png,Duwet,146.83,4218,Duwet,DUWET,-6.5,Feature,146.83,-6.5,Point
EAST_AMBAE_LOLOMATUI,http://asjp.clld.org/clld-static/icons/cff6600.png,East Ambae Lolomatui,167.92,4219,East Ambae Lolomatui,EAST_AMBAE_LOLOMATUI,-15.37,Feature,167.92,-15.37,Point
EAST_AMBAE_LOLSIWOI,http://asjp.clld.org/clld-static/icons/cff6600.png,East Ambae Lolsiwoi,167.85,4220,East Ambae Lolsiwoi,EAST_AMBAE_LOLSIWOI,-15.31,Feature,167.85,-15.31,Point
EAST_AMBAE_WAILENGI,http://asjp.clld.org/clld-static/icons/cff6600.png,East Ambae Wailengi,167.98,4221,East Ambae Wailengi,EAST_AMBAE_WAILENGI,-15.29,Feature,167.98,-15.29,Point
EAST_FUTUNA,http://asjp.clld.org/clld-static/icons/cff6600.png,East Futuna,-178.2,4222,East Futuna,EAST_FUTUNA,-14.33,Feature,181.8,-14.33,Point
EASTERN_MARSHALLESE,http://asjp.clld.org/clld-static/icons/cff6600.png,Eastern Marshallese,171.2,4223,Eastern Marshallese,EASTERN_MARSHALLESE,7.12,Feature,171.2,7.12,Point
EMAE,http://asjp.clld.org/clld-static/icons/cff6600.png,Emae,168.41,4224,Emae,EMAE,-17.05,Feature,168.41,-17.05,Point
ETON_VANUATU,http://asjp.clld.org/clld-static/icons/cff6600.png,Eton Vanuatu,168.56,4225,Eton Vanuatu,ETON_VANUATU,-17.78,Feature,168.56,-17.78,Point
FAGANI,http://asjp.clld.org/clld-static/icons/cff6600.png,Fagani,161.67,4226,Fagani,FAGANI,-10.42,Feature,161.67,-10.42,Point
FATALEKA,http://asjp.clld.org/clld-static/icons/cff6600.png,Fataleka,160.83,4227,Fataleka,FATALEKA,-8.58,Feature,160.83,-8.58,Point
FA_TIETA,http://asjp.clld.org/clld-static/icons/cff6600.png,Fa Tieta,164.75,4228,Fa Tieta,FA_TIETA,-20.92,Feature,164.75,-20.92,Point
FAURO_MONO,http://asjp.clld.org/clld-static/icons/cff6600.png,Fauro Mono,155.75,4229,Fauro Mono,FAURO_MONO,-7.05,Feature,155.75,-7.05,Point
FIJIAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Fijian,178,4230,Fijian,FIJIAN,-17.83,Feature,178,-17.83,Point
FIJIAN_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Fijian 2,178,4231,Fijian 2,FIJIAN_2,-17.83,Feature,178,-17.83,Point
FILA,http://asjp.clld.org/clld-static/icons/cff6600.png,Fila,168.29,4232,Fila,FILA,-17.68,Feature,168.29,-17.68,Point
FORTSENAL,http://asjp.clld.org/clld-static/icons/cff6600.png,Fortsenal,166.88,4233,Fortsenal,FORTSENAL,-15.53,Feature,166.88,-15.53,Point
FUTUNA,http://asjp.clld.org/clld-static/icons/cff6600.png,Futuna,170.21,4234,Futuna,FUTUNA,-19.52,Feature,170.21,-19.52,Point
FUTUNA_EAST,http://asjp.clld.org/clld-static/icons/cff6600.png,Futuna East,-178.2,4235,Futuna East,FUTUNA_EAST,-14.33,Feature,181.8,-14.33,Point
GABADI,http://asjp.clld.org/clld-static/icons/cff6600.png,Gabadi,147,4236,Gabadi,GABADI,-9,Feature,147,-9,Point
GAPAPAIWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Gapapaiwa,149.83,4237,Gapapaiwa,GAPAPAIWA,-9.75,Feature,149.83,-9.75,Point
GEDAGED,http://asjp.clld.org/clld-static/icons/cff6600.png,Gedaged,145.75,4238,Gedaged,GEDAGED,-5.17,Feature,145.75,-5.17,Point
GEDAGED_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Gedaged 2,145.75,4239,Gedaged 2,GEDAGED_2,-5.17,Feature,145.75,-5.17,Point
GHARI,http://asjp.clld.org/clld-static/icons/cff6600.png,Ghari,159.75,4240,Ghari,GHARI,-9.5,Feature,159.75,-9.5,Point
GHAYAVI_1,http://asjp.clld.org/clld-static/icons/cff6600.png,Ghayavi 1,149.83,4241,Ghayavi 1,GHAYAVI_1,-10,Feature,149.83,-10,Point
GHAYAVI_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Ghayavi 2,149.83,4242,Ghayavi 2,GHAYAVI_2,-10,Feature,149.83,-10,Point
GHOVE_BLABLANGA,http://asjp.clld.org/clld-static/icons/cff6600.png,Ghove Blablanga,159.33,4243,Ghove Blablanga,GHOVE_BLABLANGA,-8.17,Feature,159.33,-8.17,Point
GITUA,http://asjp.clld.org/clld-static/icons/cff6600.png,Gitua,147.5,4244,Gitua,GITUA,-6.08,Feature,147.5,-6.08,Point
GRAND_COULI,http://asjp.clld.org/clld-static/icons/cff6600.png,Grand Couli,165.75,4245,Grand Couli,GRAND_COULI,-21.67,Feature,165.75,-21.67,Point
GUMAWANA,http://asjp.clld.org/clld-static/icons/cff6600.png,Gumawana,150.8,4246,Gumawana,GUMAWANA,-9.21,Feature,150.8,-9.21,Point
GUWOT,http://asjp.clld.org/clld-static/icons/cff6600.png,Guwot,146.83,4247,Guwot,GUWOT,-6.5,Feature,146.83,-6.5,Point
HAIGWAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Haigwai,150.26,4248,Haigwai,HAIGWAI,-10.27,Feature,150.26,-10.27,Point
HAKU,http://asjp.clld.org/clld-static/icons/cff6600.png,Haku,155.67,4249,Haku,HAKU,-5,Feature,155.67,-5,Point
HALIA,http://asjp.clld.org/clld-static/icons/cff6600.png,Halia,154.67,4250,Halia,HALIA,-5.25,Feature,154.67,-5.25,Point
HALIA_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Halia 2,154.67,4251,Halia 2,HALIA_2,-5.25,Feature,154.67,-5.25,Point
HAUNUNU_BAURO,http://asjp.clld.org/clld-static/icons/cff6600.png,Haununu Bauro,161.83,4252,Haununu Bauro,HAUNUNU_BAURO,-10.67,Feature,161.83,-10.67,Point
HAWAIIAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Hawaiian,-155.5,4253,Hawaiian,HAWAIIAN,19.58,Feature,204.5,19.58,Point
HAWAIIAN_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Hawaiian 2,-155.5,4254,Hawaiian 2,HAWAIIAN_2,19.58,Feature,204.5,19.58,Point
HAWAIIAN_3,http://asjp.clld.org/clld-static/icons/cff6600.png,Hawaiian 3,-155.5,4255,Hawaiian 3,HAWAIIAN_3,19.58,Feature,204.5,19.58,Point
HERMIT,http://asjp.clld.org/clld-static/icons/cff6600.png,Hermit,145.07,4256,Hermit,HERMIT,-1.52,Feature,145.07,-1.52,Point
HIW,http://asjp.clld.org/clld-static/icons/cff6600.png,Hiw,166.56,4257,Hiw,HIW,-13.13,Feature,166.56,-13.13,Point
HOAVA,http://asjp.clld.org/clld-static/icons/cff6600.png,Hoava,157.5,4258,Hoava,HOAVA,-8.08,Feature,157.5,-8.08,Point
HOTE,http://asjp.clld.org/clld-static/icons/cff6600.png,Hote,146.92,4259,Hote,HOTE,-7.08,Feature,146.92,-7.08,Point
IAAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Iaai,166.58,4260,Iaai,IAAI,-20.42,Feature,166.58,-20.42,Point
IAMALELE,http://asjp.clld.org/clld-static/icons/cff6600.png,Iamalele,150.5,4261,Iamalele,IAMALELE,-9.5,Feature,150.5,-9.5,Point
IDUNA,http://asjp.clld.org/clld-static/icons/cff6600.png,Iduna,150.25,4262,Iduna,IDUNA,-9.33,Feature,150.25,-9.33,Point
JABEM,http://asjp.clld.org/clld-static/icons/cff6600.png,Jabem,147.78,4263,Jabem,JABEM,-6.58,Feature,147.78,-6.58,Point
JAWE,http://asjp.clld.org/clld-static/icons/cff6600.png,Jawe,164.67,4264,Jawe,JAWE,-20.58,Feature,164.67,-20.58,Point
KAHUA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kahua,162.25,4265,Kahua,KAHUA,-10.67,Feature,162.25,-10.67,Point
KAIEP,http://asjp.clld.org/clld-static/icons/cff6600.png,Kaiep,143.83,4266,Kaiep,KAIEP,-3.58,Feature,143.83,-3.58,Point
KAIRIRU,http://asjp.clld.org/clld-static/icons/cff6600.png,Kairiru,143.58,4267,Kairiru,KAIRIRU,-3.33,Feature,143.58,-3.33,Point
KAIWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kaiwa,150.58,4268,Kaiwa,KAIWA,-10.33,Feature,150.58,-10.33,Point
KANDAS,http://asjp.clld.org/clld-static/icons/cff6600.png,Kandas,152.83,4269,Kandas,KANDAS,-4.25,Feature,152.83,-4.25,Point
KANIET,http://asjp.clld.org/clld-static/icons/cff6600.png,Kaniet,146.96,4270,Kaniet,KANIET,-2.09,Feature,146.96,-2.09,Point
KAPINGAMARANGI,http://asjp.clld.org/clld-static/icons/cff6600.png,Kapingamarangi,154.75,4271,Kapingamarangi,KAPINGAMARANGI,1.05,Feature,154.75,1.05,Point
KAPTIAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Kaptiau,139,4272,Kaptiau,KAPTIAU,-2.33,Feature,139,-2.33,Point
KARA_PNG,http://asjp.clld.org/clld-static/icons/cff6600.png,Kara Png,151.12,4273,Kara Png,KARA_PNG,-2.83,Feature,151.12,-2.83,Point
KATAZI_BABATANA,http://asjp.clld.org/clld-static/icons/cff6600.png,Katazi Babatana,157.5,4274,Katazi Babatana,KATAZI_BABATANA,-7.33,Feature,157.5,-7.33,Point
KATBOL_TIMBEMBE,http://asjp.clld.org/clld-static/icons/cff6600.png,Katbol Timbembe,167.54,4275,Katbol Timbembe,KATBOL_TIMBEMBE,-16.24,Feature,167.54,-16.24,Point
KATBOL,http://asjp.clld.org/clld-static/icons/cff6600.png,Katbol,167.57,4276,Katbol,KATBOL,-16.22,Feature,167.57,-16.22,Point
KAULONG,http://asjp.clld.org/clld-static/icons/cff6600.png,Kaulong,149.67,4277,Kaulong,KAULONG,-6.17,Feature,149.67,-6.17,Point
KAYUPULAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Kayupulau,140.75,4278,Kayupulau,KAYUPULAU,-2.5,Feature,140.75,-2.5,Point
KAZUKURU,http://asjp.clld.org/clld-static/icons/cff6600.png,Kazukuru,157.48,4279,Kazukuru,KAZUKURU,-8.3,Feature,157.48,-8.3,Point
KEAPARA,http://asjp.clld.org/clld-static/icons/cff6600.png,Keapara,148,4280,Keapara,KEAPARA,-10.08,Feature,148,-10.08,Point
KELA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kela,147.08,4281,Kela,KELA,-7.42,Feature,147.08,-7.42,Point
KILIVILA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kilivila,151.08,4282,Kilivila,KILIVILA,-8.5,Feature,151.08,-8.5,Point
KIRIBATI,http://asjp.clld.org/clld-static/icons/cff6600.png,Kiribati,173,4283,Kiribati,KIRIBATI,1.33,Feature,173,1.33,Point
KIS,http://asjp.clld.org/clld-static/icons/cff6600.png,Kis,144,4284,Kis,KIS,-3.83,Feature,144,-3.83,Point
KMAGHA_MARINGE_CHEKE_HOLO,http://asjp.clld.org/clld-static/icons/cff6600.png,Kmagha Maringe Cheke Holo,159.67,4285,Kmagha Maringe Cheke Holo,KMAGHA_MARINGE_CHEKE_HOLO,-8.33,Feature,159.67,-8.33,Point
KOKOTA,http://asjp.clld.org/clld-static/icons/cff6600.png,Kokota,159.13,4286,Kokota,KOKOTA,-8,Feature,159.13,-8,Point
KOO_TALISE,http://asjp.clld.org/clld-static/icons/cff6600.png,Koo Talise,160.17,4287,Koo Talise,KOO_TALISE,-9.75,Feature,160.17,-9.75,Point
KORO,http://asjp.clld.org/clld-static/icons/cff6600.png,Koro,167.43,4288,Koro,KORO,-14.33,Feature,167.43,-14.33,Point
KOVE,http://asjp.clld.org/clld-static/icons/cff6600.png,Kove,149.75,4289,Kove,KOVE,-5.67,Feature,149.75,-5.67,Point
KUMARU,http://asjp.clld.org/clld-static/icons/cff6600.png,Kumaru,146.5,4290,Kumaru,KUMARU,-7,Feature,146.5,-7,Point
KUNI,http://asjp.clld.org/clld-static/icons/cff6600.png,Kuni,146.83,4291,Kuni,KUNI,-8.67,Feature,146.83,-8.67,Point
KUSAGHE,http://asjp.clld.org/clld-static/icons/cff6600.png,Kusaghe,157.42,4292,Kusaghe,KUSAGHE,-8.08,Feature,157.42,-8.08,Point
KUSAIE,http://asjp.clld.org/clld-static/icons/cff6600.png,Kusaie,163,4293,Kusaie,KUSAIE,5.3,Feature,163,5.3,Point
KWAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Kwai,161.5,4294,Kwai,KWAI,-9,Feature,161.5,-9,Point
KWAIO,http://asjp.clld.org/clld-static/icons/cff6600.png,Kwaio,161,4295,Kwaio,KWAIO,-8.95,Feature,161,-8.95,Point
KWAMERA_ISIAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Kwamera Isiai,169.46,4296,Kwamera Isiai,KWAMERA_ISIAI,-19.6,Feature,169.46,-19.6,Point
KWAMERA_PORT_RESOLUTION,http://asjp.clld.org/clld-static/icons/cff6600.png,Kwamera Port Resolution,169.5,4297,Kwamera Port Resolution,KWAMERA_PORT_RESOLUTION,-19.52,Feature,169.5,-19.52,Point
KWAMERA_YATUKWEY,http://asjp.clld.org/clld-static/icons/cff6600.png,Kwamera Yatukwey,169.47,4298,Kwamera Yatukwey,KWAMERA_YATUKWEY,-19.55,Feature,169.47,-19.55,Point
KWARAAE,http://asjp.clld.org/clld-static/icons/cff6600.png,Kwaraae,160.83,4299,Kwaraae,KWARAAE,-8.83,Feature,160.83,-8.83,Point
LABO_WINDUA,http://asjp.clld.org/clld-static/icons/cff6600.png,Labo Windua,167.47,4300,Labo Windua,LABO_WINDUA,-16.42,Feature,167.47,-16.42,Point
LABO,http://asjp.clld.org/clld-static/icons/cff6600.png,Labo,167.44,4301,Labo,LABO,-16.44,Feature,167.44,-16.44,Point
LABU,http://asjp.clld.org/clld-static/icons/cff6600.png,Labu,146.92,4302,Labu,LABU,-6.83,Feature,146.92,-6.83,Point
LAKONA,http://asjp.clld.org/clld-static/icons/cff6600.png,Lakona,167.44,4303,Lakona,LAKONA,-14.23,Feature,167.44,-14.23,Point
LALA,http://asjp.clld.org/clld-static/icons/cff6600.png,Lala,146.75,4304,Lala,LALA,-8.92,Feature,146.75,-8.92,Point
LAMASONG,http://asjp.clld.org/clld-static/icons/cff6600.png,Lamasong,151.8,4305,Lamasong,LAMASONG,-3.17,Feature,151.8,-3.17,Point
LAMENU,http://asjp.clld.org/clld-static/icons/cff6600.png,Lamenu,168.14,4306,Lamenu,LAMENU,-16.59,Feature,168.14,-16.59,Point
LAMETIN,http://asjp.clld.org/clld-static/icons/cff6600.png,Lametin,166.94,4307,Lametin,LAMETIN,-15.36,Feature,166.94,-15.36,Point
LAMOGAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Lamogai,149.33,4308,Lamogai,LAMOGAI,-5.92,Feature,149.33,-5.92,Point
LANGALANGA,http://asjp.clld.org/clld-static/icons/cff6600.png,Langalanga,160.67,4309,Langalanga,LANGALANGA,-8.83,Feature,160.67,-8.83,Point
LANGUE_DE_ISLES_MARQUISES,http://asjp.clld.org/clld-static/icons/cff6600.png,Langue De Isles Marquises,-140.08,4310,Langue De Isles Marquises,LANGUE_DE_ISLES_MARQUISES,-8.92,Feature,219.92,-8.92,Point
LAREVAT,http://asjp.clld.org/clld-static/icons/cff6600.png,Larevat,167.35,4311,Larevat,LAREVAT,-16.15,Feature,167.35,-16.15,Point
LATEP,http://asjp.clld.org/clld-static/icons/cff6600.png,Latep,146.5,4312,Latep,LATEP,-6.92,Feature,146.5,-6.92,Point
LAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Lau,161.5,4313,Lau,LAU,-9.58,Feature,161.5,-9.58,Point
LAU_NORTH,http://asjp.clld.org/clld-static/icons/cff6600.png,Lau North,161.5,4314,Lau North,LAU_NORTH,-9.58,Feature,161.5,-9.58,Point
LEHALI,http://asjp.clld.org/clld-static/icons/cff6600.png,Lehali,167.31,4315,Lehali,LEHALI,-13.5,Feature,167.31,-13.5,Point
LEHALURUP,http://asjp.clld.org/clld-static/icons/cff6600.png,Lehalurup,167.35,4316,Lehalurup,LEHALURUP,-13.56,Feature,167.35,-13.56,Point
LEIPON,http://asjp.clld.org/clld-static/icons/cff6600.png,Leipon,147.25,4317,Leipon,LEIPON,-1.92,Feature,147.25,-1.92,Point
LELE,http://asjp.clld.org/clld-static/icons/cff6600.png,Lele,147.25,4318,Lele,LELE,-2,Feature,147.25,-2,Point
