id,properties/icon,properties/name,properties/language/longitude,properties/language/pk,properties/language/name,properties/language/id,properties/language/latitude,type,geometry/coordinates/0,geometry/coordinates/1,geometry/type
BRUNEI,http://asjp.clld.org/clld-static/icons/cff6600.png,Brunei,114.94,3984,Brunei,BRUNEI,4.94,Feature,114.94,4.94,Point
CHAM_EASTERN,http://asjp.clld.org/clld-static/icons/cff6600.png,Cham Eastern,108.5,3985,Cham Eastern,CHAM_EASTERN,11.33,Feature,108.5,11.33,Point
CHAM_WESTERN,http://asjp.clld.org/clld-static/icons/cff6600.png,Cham Western,105,3986,Cham Western,CHAM_WESTERN,12,Feature,105,12,Point
CHRU,http://asjp.clld.org/clld-static/icons/cff6600.png,Chru,108.5,3987,Chru,CHRU,11.5,Feature,108.5,11.5,Point
DELANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Delang,112,3988,Delang,DELANG,-2.2,Feature,112,-2.2,Point
IBAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Iban,112,3989,Iban,IBAN,2,Feature,112,2,Point
INDONESIAN_JAKARTA,http://asjp.clld.org/clld-static/icons/cff6600.png,Indonesian Jakarta,106.75,3990,Indonesian Jakarta,INDONESIAN_JAKARTA,-6.17,Feature,106.75,-6.17,Point
INDONESIAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Indonesian,106,3991,Indonesian,INDONESIAN,0,Feature,106,0,Point
INDONESIAN_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Indonesian 2,106,3992,Indonesian 2,INDONESIAN_2,0,Feature,106,0,Point
JAMBI_MALAY,http://asjp.clld.org/clld-static/icons/cff6600.png,Jambi Malay,103,3993,Jambi Malay,JAMBI_MALAY,-1.67,Feature,103,-1.67,Point
JARAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Jarai,107.92,3994,Jarai,JARAI,14,Feature,107.92,14,Point
KERINCI,http://asjp.clld.org/clld-static/icons/cff6600.png,Kerinci,101.25,3995,Kerinci,KERINCI,-1.75,Feature,101.25,-1.75,Point
KERINCI_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Kerinci 2,101.25,3996,Kerinci 2,KERINCI_2,-1.75,Feature,101.25,-1.75,Point
KUBU,http://asjp.clld.org/clld-static/icons/cff6600.png,Kubu,102.17,3997,Kubu,KUBU,-2.42,Feature,102.17,-2.42,Point
KUPANG_MALAY,http://asjp.clld.org/clld-static/icons/cff6600.png,Kupang Malay,123.58,3998,Kupang Malay,KUPANG_MALAY,-10.18,Feature,123.58,-10.18,Point
LOM,http://asjp.clld.org/clld-static/icons/cff6600.png,Lom,105.92,3999,Lom,LOM,-1.67,Feature,105.92,-1.67,Point
LUBU,http://asjp.clld.org/clld-static/icons/cff6600.png,Lubu,99.75,4000,Lubu,LUBU,0.67,Feature,99.75,0.67,Point
MADURESE,http://asjp.clld.org/clld-static/icons/cff6600.png,Madurese,113.5,4001,Madurese,MADURESE,-7,Feature,113.5,-7,Point
MALAY,http://asjp.clld.org/clld-static/icons/cff6600.png,Malay,102,4002,Malay,MALAY,3,Feature,102,3,Point
MALAY_PATTANI,http://asjp.clld.org/clld-static/icons/cff6600.png,Malay Pattani,101.58,4003,Malay Pattani,MALAY_PATTANI,6.42,Feature,101.58,6.42,Point
MANADONESE,http://asjp.clld.org/clld-static/icons/cff6600.png,Manadonese,124.83,4004,Manadonese,MANADONESE,1.5,Feature,124.83,1.5,Point
MINANGKABAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Minangkabau,101,4005,Minangkabau,MINANGKABAU,-1,Feature,101,-1,Point
MUALANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Mualang,111,4006,Mualang,MUALANG,0.5,Feature,111,0.5,Point
NORTHERN_ROGLAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Northern Roglai,108.83,4007,Northern Roglai,NORTHERN_ROGLAI,12.17,Feature,108.83,12.17,Point
OGAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Ogan,105,4008,Ogan,OGAN,-3.25,Feature,105,-3.25,Point
PALEMBANG_MALAY,http://asjp.clld.org/clld-static/icons/cff6600.png,Palembang Malay,102,4009,Palembang Malay,PALEMBANG_MALAY,3,Feature,102,3,Point
RADE,http://asjp.clld.org/clld-static/icons/cff6600.png,Rade,108.5,4013,Rade,RADE,13,Feature,108.5,13,Point
REMUN,http://asjp.clld.org/clld-static/icons/cff6600.png,Remun,110.67,4014,Remun,REMUN,1.09,Feature,110.67,1.09,Point
SALAKO_BADAMEA,http://asjp.clld.org/clld-static/icons/cff6600.png,Salako Badamea,109.42,4015,Salako Badamea,SALAKO_BADAMEA,0.92,Feature,109.42,0.92,Point
SASAK,http://asjp.clld.org/clld-static/icons/cff6600.png,Sasak,116.5,4016,Sasak,SASAK,-8.67,Feature,116.5,-8.67,Point
SEBUYAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Sebuyau,110.5,4017,Sebuyau,SEBUYAU,1.42,Feature,110.5,1.42,Point
SEKOLA_LONTHOIR_BANDA,http://asjp.clld.org/clld-static/icons/cff6600.png,Sekola Lonthoir Banda,129.87,4018,Sekola Lonthoir Banda,SEKOLA_LONTHOIR_BANDA,-4.54,Feature,129.87,-4.54,Point
SEKOLA_NEIRA_BANDA,http://asjp.clld.org/clld-static/icons/cff6600.png,Sekola Neira Banda,129.89,4019,Sekola Neira Banda,SEKOLA_NEIRA_BANDA,-4.52,Feature,129.89,-4.52,Point
SUMBAWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Sumbawa,117.5,4020,Sumbawa,SUMBAWA,-8.58,Feature,117.5,-8.58,Point
SUNDANESE,http://asjp.clld.org/clld-static/icons/cff6600.png,Sundanese,107,4021,Sundanese,SUNDANESE,-7,Feature,107,-7,Point
TAMUAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Tamuan,112,4022,Tamuan,TAMUAN,-2,Feature,112,-2,Point
TEMUAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Temuan,101.8,4023,Temuan,TEMUAN,3,Feature,101.8,3,Point
TERNATE_PASAR,http://asjp.clld.org/clld-static/icons/cff6600.png,Ternate Pasar,128.33,4024,Ternate Pasar,TERNATE_PASAR,-1,Feature,128.33,-1,Point
TSAT,http://asjp.clld.org/clld-static/icons/cff6600.png,Tsat,109.5,4025,Tsat,TSAT,18.5,Feature,109.5,18.5,Point
URAK_LAWOI,http://asjp.clld.org/clld-static/icons/cff6600.png,Urak Lawoi,98.33,4026,Urak Lawoi,URAK_LAWOI,8,Feature,98.33,8,Point
PROTO_MINAHASAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Proto Minahasan,124.78,4027,Proto Minahasan,PROTO_MINAHASAN,1.25,Feature,124.78,1.25,Point
TOMBULU,http://asjp.clld.org/clld-static/icons/cff6600.png,Tombulu,124.75,4028,Tombulu,TOMBULU,1.42,Feature,124.75,1.42,Point
TONDANO,http://asjp.clld.org/clld-static/icons/cff6600.png,Tondano,125,4029,Tondano,TONDANO,1.25,Feature,125,1.25,Point
TONSAWANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Tonsawang,124.58,4030,Tonsawang,TONSAWANG,1,Feature,124.58,1,Point
TONSEA,http://asjp.clld.org/clld-static/icons/cff6600.png,Tonsea,125.08,4031,Tonsea,TONSEA,1.5,Feature,125.08,1.5,Point
TONTEMBOAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Tontemboan,124.5,4032,Tontemboan,TONTEMBOAN,1.08,Feature,124.5,1.08,Point
MOKEN,http://asjp.clld.org/clld-static/icons/cff6600.png,Moken,97.83,4033,Moken,MOKEN,9.08,Feature,97.83,9.08,Point
BARIO_KELABIT,http://asjp.clld.org/clld-static/icons/cff6600.png,Bario Kelabit,115.42,4034,Bario Kelabit,BARIO_KELABIT,3.67,Feature,115.42,3.67,Point
BELAIT,http://asjp.clld.org/clld-static/icons/cff6600.png,Belait,114.33,4035,Belait,BELAIT,4.6,Feature,114.33,4.6,Point
BINTULU,http://asjp.clld.org/clld-static/icons/cff6600.png,Bintulu,113.03,4036,Bintulu,BINTULU,3.17,Feature,113.03,3.17,Point
BISAYA_BRUNEI,http://asjp.clld.org/clld-static/icons/cff6600.png,Bisaya Brunei,114.33,4037,Bisaya Brunei,BISAYA_BRUNEI,4.6,Feature,114.33,4.6,Point
BISAYA_SABAH,http://asjp.clld.org/clld-static/icons/cff6600.png,Bisaya Sabah,117,4038,Bisaya Sabah,BISAYA_SABAH,5.25,Feature,117,5.25,Point
BOLONGAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Bolongan,117.5,4039,Bolongan,BOLONGAN,3,Feature,117.5,3,Point
BUKITAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Bukitan,116.5,4040,Bukitan,BUKITAN,1.5,Feature,116.5,1.5,Point
BURUSU,http://asjp.clld.org/clld-static/icons/cff6600.png,Burusu,117,4041,Burusu,BURUSU,3.17,Feature,117,3.17,Point
CENTRAL_BERAWAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Central Berawan,114.2,4042,Central Berawan,CENTRAL_BERAWAN,3.9,Feature,114.2,3.9,Point
CENTRAL_DUSUN,http://asjp.clld.org/clld-static/icons/cff6600.png,Central Dusun,116.6,4043,Central Dusun,CENTRAL_DUSUN,6.1,Feature,116.6,6.1,Point
DARO_MATU,http://asjp.clld.org/clld-static/icons/cff6600.png,Daro Matu,111.52,4044,Daro Matu,DARO_MATU,2.62,Feature,111.52,2.62,Point
DUSUN_TEMPASUK,http://asjp.clld.org/clld-static/icons/cff6600.png,Dusun Tempasuk,116.55,4045,Dusun Tempasuk,DUSUN_TEMPASUK,6.36,Feature,116.55,6.36,Point
EAST_BERAWAN,http://asjp.clld.org/clld-static/icons/cff6600.png,East Berawan,114.2,4046,East Berawan,EAST_BERAWAN,3.7,Feature,114.2,3.7,Point
IDAAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Idaan,118.83,4047,Idaan,IDAAN,5.25,Feature,118.83,5.25,Point
KANOWIT,http://asjp.clld.org/clld-static/icons/cff6600.png,Kanowit,112.23,4048,Kanowit,KANOWIT,1.95,Feature,112.23,1.95,Point
KIPUT,http://asjp.clld.org/clld-static/icons/cff6600.png,Kiput,114.35,4049,Kiput,KIPUT,4.1,Feature,114.35,4.1,Point
LAHANAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Lahanan,114,4050,Lahanan,LAHANAN,2.7,Feature,114,2.7,Point
LELAK,http://asjp.clld.org/clld-static/icons/cff6600.png,Lelak,114.25,4051,Lelak,LELAK,3.87,Feature,114.25,3.87,Point
LONG_TERAWAN_BERAWAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Long Terawan Berawan,114.65,4052,Long Terawan Berawan,LONG_TERAWAN_BERAWAN,3.95,Feature,114.65,3.95,Point
LUN_BAWANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Lun Bawang,115.92,4053,Lun Bawang,LUN_BAWANG,4,Feature,115.92,4,Point
MUKAH_MELANAU,http://asjp.clld.org/clld-static/icons/cff6600.png,Mukah Melanau,111.5,4054,Mukah Melanau,MUKAH_MELANAU,2.5,Feature,111.5,2.5,Point
NAROM,http://asjp.clld.org/clld-static/icons/cff6600.png,Narom,114,4055,Narom,NAROM,4.42,Feature,114,4.42,Point
SAABAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Saaban,115.67,4056,Saaban,SAABAN,3.67,Feature,115.67,3.67,Point
TAMBUNAN_DUSUN,http://asjp.clld.org/clld-static/icons/cff6600.png,Tambunan Dusun,116.4,4057,Tambunan Dusun,TAMBUNAN_DUSUN,5.7,Feature,116.4,5.7,Point
TANJONG,http://asjp.clld.org/clld-static/icons/cff6600.png,Tanjong,112.23,4058,Tanjong,TANJONG,1.95,Feature,112.23,1.95,Point
TATANA,http://asjp.clld.org/clld-static/icons/cff6600.png,Tatana,115.5,4059,Tatana,TATANA,5.5,Feature,115.5,5.5,Point
TIDONG,http://asjp.clld.org/clld-static/icons/cff6600.png,Tidong,117.75,4060,Tidong,TIDONG,4,Feature,117.75,4,Point
TIMUGON_MURUT,http://asjp.clld.org/clld-static/icons/cff6600.png,Timugon Murut,116.1,4061,Timugon Murut,TIMUGON_MURUT,5,Feature,116.1,5,Point
TRING,http://asjp.clld.org/clld-static/icons/cff6600.png,Tring,114.6,4062,Tring,TRING,4,Feature,114.6,4,Point
TUTONG_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Tutong 2,114.6,4063,Tutong 2,TUTONG_2,4.8,Feature,114.6,4.8,Point
WESTERN_PENAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Western Penan,114.2,4064,Western Penan,WESTERN_PENAN,2.5,Feature,114.2,2.5,Point
AGTA,http://asjp.clld.org/clld-static/icons/cff6600.png,Agta,121.83,4065,Agta,AGTA,17.97,Feature,121.83,17.97,Point
ALTA_NORTHERN,http://asjp.clld.org/clld-static/icons/cff6600.png,Alta Northern,121.5,4066,Alta Northern,ALTA_NORTHERN,15.67,Feature,121.5,15.67,Point
ALTA_SOUTHERN,http://asjp.clld.org/clld-static/icons/cff6600.png,Alta Southern,121.08,4067,Alta Southern,ALTA_SOUTHERN,15.17,Feature,121.08,15.17,Point
ARTA,http://asjp.clld.org/clld-static/icons/cff6600.png,Arta,121.67,4068,Arta,ARTA,16.33,Feature,121.67,16.33,Point
ATTA_PAMPLONA,http://asjp.clld.org/clld-static/icons/cff6600.png,Atta Pamplona,121.25,4069,Atta Pamplona,ATTA_PAMPLONA,18.42,Feature,121.25,18.42,Point
BABUYAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Babuyan,121.9,4070,Babuyan,BABUYAN,19.5,Feature,121.9,19.5,Point
BALANGAW,http://asjp.clld.org/clld-static/icons/cff6600.png,Balangaw,121.17,4071,Balangaw,BALANGAW,17.17,Feature,121.17,17.17,Point
BONTOC_GUINAANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Bontoc Guinaang,120.92,4072,Bontoc Guinaang,BONTOC_GUINAANG,17.08,Feature,120.92,17.08,Point
CASIGURAN_NEGRITO,http://asjp.clld.org/clld-static/icons/cff6600.png,Casiguran Negrito,122,4073,Casiguran Negrito,CASIGURAN_NEGRITO,16.33,Feature,122,16.33,Point
CENTRAL_BONTOC,http://asjp.clld.org/clld-static/icons/cff6600.png,Central Bontoc,120.92,4074,Central Bontoc,CENTRAL_BONTOC,17.08,Feature,120.92,17.08,Point
DUMAGAT_CASIGURAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Dumagat Casiguran,122,4075,Dumagat Casiguran,DUMAGAT_CASIGURAN,16.33,Feature,122,16.33,Point
DUPANINGAN_AGTA,http://asjp.clld.org/clld-static/icons/cff6600.png,Dupaningan Agta,122.17,4076,Dupaningan Agta,DUPANINGAN_AGTA,17.83,Feature,122.17,17.83,Point
FINALLIG,http://asjp.clld.org/clld-static/icons/cff6600.png,Finallig,121.17,4077,Finallig,FINALLIG,17.08,Feature,121.17,17.08,Point
GADDANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Gaddang,121.42,4078,Gaddang,GADDANG,17.17,Feature,121.42,17.17,Point
IBALOI,http://asjp.clld.org/clld-static/icons/cff6600.png,Ibaloi,120.67,4079,Ibaloi,IBALOI,16.42,Feature,120.67,16.42,Point
IBANAG,http://asjp.clld.org/clld-static/icons/cff6600.png,Ibanag,121.67,4080,Ibanag,IBANAG,17.5,Feature,121.67,17.5,Point
IFUGAO_AMGANAD,http://asjp.clld.org/clld-static/icons/cff6600.png,Ifugao Amganad,121,4081,Ifugao Amganad,IFUGAO_AMGANAD,16.83,Feature,121,16.83,Point
IFUGAO_BATAD,http://asjp.clld.org/clld-static/icons/cff6600.png,Ifugao Batad,121.08,4082,Ifugao Batad,IFUGAO_BATAD,16.83,Feature,121.08,16.83,Point
IFUGAO_BAYNINAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Ifugao Bayninan,121,4083,Ifugao Bayninan,IFUGAO_BAYNINAN,16.67,Feature,121,16.67,Point
ILOKANO,http://asjp.clld.org/clld-static/icons/cff6600.png,Ilokano,121,4084,Ilokano,ILOKANO,16,Feature,121,16,Point
ILONGOT_KAKIDUGEN,http://asjp.clld.org/clld-static/icons/cff6600.png,Ilongot Kakidugen,121.42,4085,Ilongot Kakidugen,ILONGOT_KAKIDUGEN,16.33,Feature,121.42,16.33,Point
INIBALOI,http://asjp.clld.org/clld-static/icons/cff6600.png,Inibaloi,120.67,4086,Inibaloi,INIBALOI,16.42,Feature,120.67,16.42,Point
ISNAG,http://asjp.clld.org/clld-static/icons/cff6600.png,Isnag,121,4087,Isnag,ISNAG,18.25,Feature,121,18.25,Point
ISNEG,http://asjp.clld.org/clld-static/icons/cff6600.png,Isneg,121,4088,Isneg,ISNEG,18.25,Feature,121,18.25,Point
ITAWIT,http://asjp.clld.org/clld-static/icons/cff6600.png,Itawit,121.5,4089,Itawit,ITAWIT,17.75,Feature,121.5,17.75,Point
ITNEG_BINONGAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Itneg Binongan,120.97,4090,Itneg Binongan,ITNEG_BINONGAN,17.67,Feature,120.97,17.67,Point
KALINGA_GUINAANG,http://asjp.clld.org/clld-static/icons/cff6600.png,Kalinga Guinaang,121.08,4091,Kalinga Guinaang,KALINGA_GUINAANG,17.42,Feature,121.08,17.42,Point
KALINGA_LIMOS,http://asjp.clld.org/clld-static/icons/cff6600.png,Kalinga Limos,121,4092,Kalinga Limos,KALINGA_LIMOS,17.5,Feature,121,17.5,Point
KALLAHAN_KAYAPA_PROPER,http://asjp.clld.org/clld-static/icons/cff6600.png,Kallahan Kayapa Proper,120.83,4093,Kallahan Kayapa Proper,KALLAHAN_KAYAPA_PROPER,16.33,Feature,120.83,16.33,Point
KALLAHAN_KELEYQIQ_IFUGAO,http://asjp.clld.org/clld-static/icons/cff6600.png,Kallahan Keleyqiq Ifugao,121,4094,Kallahan Keleyqiq Ifugao,KALLAHAN_KELEYQIQ_IFUGAO,16.67,Feature,121,16.67,Point
KANKANAEY,http://asjp.clld.org/clld-static/icons/cff6600.png,Kankanaey,120.58,4095,Kankanaey,KANKANAEY,16.75,Feature,120.58,16.75,Point
KANKANAY_NORTHERN,http://asjp.clld.org/clld-static/icons/cff6600.png,Kankanay Northern,120.8,4096,Kankanay Northern,KANKANAY_NORTHERN,17.3,Feature,120.8,17.3,Point
LIMOS_KALINGA,http://asjp.clld.org/clld-static/icons/cff6600.png,Limos Kalinga,121.25,4097,Limos Kalinga,LIMOS_KALINGA,17.67,Feature,121.25,17.67,Point
MINANGALI_LOWER_TANUDAN_KALINGA,http://asjp.clld.org/clld-static/icons/cff6600.png,Minangali Lower Tanudan Kalinga,121.25,4098,Minangali Lower Tanudan Kalinga,MINANGALI_LOWER_TANUDAN_KALINGA,17.25,Feature,121.25,17.25,Point
PANGASINAN,http://asjp.clld.org/clld-static/icons/cff6600.png,Pangasinan,120.3,4099,Pangasinan,PANGASINAN,15.92,Feature,120.3,15.92,Point
SOUTHERN_KALINGA,http://asjp.clld.org/clld-static/icons/cff6600.png,Southern Kalinga,121.33,4100,Southern Kalinga,SOUTHERN_KALINGA,17.42,Feature,121.33,17.42,Point
YOGAD,http://asjp.clld.org/clld-static/icons/cff6600.png,Yogad,121.75,4101,Yogad,YOGAD,16.67,Feature,121.75,16.67,Point
AURAN_KULON-PAZEH,http://asjp.clld.org/clld-static/icons/cff6600.png,Auran Kulon-pazeh,120.63,4102,Auran Kulon-pazeh,AURAN_KULON-PAZEH,24.15,Feature,120.63,24.15,Point
PAZEH,http://asjp.clld.org/clld-static/icons/cff6600.png,Pazeh,120.97,4103,Pazeh,PAZEH,23.97,Feature,120.97,23.97,Point
SAISIYAT,http://asjp.clld.org/clld-static/icons/cff6600.png,Saisiyat,121.1,4104,Saisiyat,SAISIYAT,24.58,Feature,121.1,24.58,Point
TAAI_SAISIYAT,http://asjp.clld.org/clld-static/icons/cff6600.png,Taai Saisiyat,121.1,4105,Taai Saisiyat,TAAI_SAISIYAT,24.58,Feature,121.1,24.58,Point
TUNGHO_SAISIYAT,http://asjp.clld.org/clld-static/icons/cff6600.png,Tungho Saisiyat,121.1,4106,Tungho Saisiyat,TUNGHO_SAISIYAT,24.58,Feature,121.1,24.58,Point
BATAK_ANGKOLA,http://asjp.clld.org/clld-static/icons/cff6600.png,Batak Angkola,100.5,4107,Batak Angkola,BATAK_ANGKOLA,2,Feature,100.5,2,Point
BATAK_MANDAILING,http://asjp.clld.org/clld-static/icons/cff6600.png,Batak Mandailing,100,4108,Batak Mandailing,BATAK_MANDAILING,1,Feature,100,1,Point
GAYO,http://asjp.clld.org/clld-static/icons/cff6600.png,Gayo,97.5,4109,Gayo,GAYO,4.5,Feature,97.5,4.5,Point
KARO_BATAK,http://asjp.clld.org/clld-static/icons/cff6600.png,Karo Batak,98.25,4110,Karo Batak,KARO_BATAK,3.25,Feature,98.25,3.25,Point
MENTAWAI,http://asjp.clld.org/clld-static/icons/cff6600.png,Mentawai,99,4111,Mentawai,MENTAWAI,-1.5,Feature,99,-1.5,Point
NIAS_NORTHERN,http://asjp.clld.org/clld-static/icons/cff6600.png,Nias Northern,97.75,4112,Nias Northern,NIAS_NORTHERN,1,Feature,97.75,1,Point
NIAS_SOUTHERN,http://asjp.clld.org/clld-static/icons/cff6600.png,Nias Southern,97.75,4113,Nias Southern,NIAS_SOUTHERN,1,Feature,97.75,1,Point
SICHULE,http://asjp.clld.org/clld-static/icons/cff6600.png,Sichule,96,4114,Sichule,SICHULE,2.67,Feature,96,2.67,Point
SIMALUR,http://asjp.clld.org/clld-static/icons/cff6600.png,Simalur,96.25,4115,Simalur,SIMALUR,2.5,Feature,96.25,2.5,Point
TOBA_BATAK,http://asjp.clld.org/clld-static/icons/cff6600.png,Toba Batak,99,4116,Toba Batak,TOBA_BATAK,2.5,Feature,99,2.5,Point
ADZERA,http://asjp.clld.org/clld-static/icons/cff6600.png,Adzera,146.25,4117,Adzera,ADZERA,-6.25,Feature,146.25,-6.25,Point
AIKLEP,http://asjp.clld.org/clld-static/icons/cff6600.png,Aiklep,149.67,4118,Aiklep,AIKLEP,-6.25,Feature,149.67,-6.25,Point
AJIE,http://asjp.clld.org/clld-static/icons/cff6600.png,Ajie,165.5,4119,Ajie,AJIE,-21.33,Feature,165.5,-21.33,Point
AKEI_PENANTSIRO,http://asjp.clld.org/clld-static/icons/cff6600.png,Akei Penantsiro,166.8,4120,Akei Penantsiro,AKEI_PENANTSIRO,-15.6,Feature,166.8,-15.6,Point
AKEI_TASIRIKI,http://asjp.clld.org/clld-static/icons/cff6600.png,Akei Tasiriki,166.82,4121,Akei Tasiriki,AKEI_TASIRIKI,-15.65,Feature,166.82,-15.65,Point
AKEI,http://asjp.clld.org/clld-static/icons/cff6600.png,Akei,166.78,4122,Akei,AKEI,-15.58,Feature,166.78,-15.58,Point
ALU_MONO,http://asjp.clld.org/clld-static/icons/cff6600.png,Alu Mono,155.75,4123,Alu Mono,ALU_MONO,-7.05,Feature,155.75,-7.05,Point
AMARA,http://asjp.clld.org/clld-static/icons/cff6600.png,Amara,148.5,4124,Amara,AMARA,-5.67,Feature,148.5,-5.67,Point
AMARI,http://asjp.clld.org/clld-static/icons/cff6600.png,Amari,146.2,4125,Amari,AMARI,-6.3,Feature,146.2,-6.3,Point
AMBLONG,http://asjp.clld.org/clld-static/icons/cff6600.png,Amblong,166.97,4126,Amblong,AMBLONG,-15.52,Feature,166.97,-15.52,Point
ANEITYUM_2,http://asjp.clld.org/clld-static/icons/cff6600.png,Aneityum 2,169.8,4127,Aneityum 2,ANEITYUM_2,-20.2,Feature,169.8,-20.2,Point
ANIWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Aniwa,169.6,4128,Aniwa,ANIWA,-19.26,Feature,169.6,-19.26,Point
ANUKI,http://asjp.clld.org/clld-static/icons/cff6600.png,Anuki,149.83,4129,Anuki,ANUKI,-9.58,Feature,149.83,-9.58,Point
ANUTA,http://asjp.clld.org/clld-static/icons/cff6600.png,Anuta,169.75,4130,Anuta,ANUTA,-11.75,Feature,169.75,-11.75,Point
AORE,http://asjp.clld.org/clld-static/icons/cff6600.png,Aore,167.18,4131,Aore,AORE,-15.6,Feature,167.18,-15.6,Point
APMA,http://asjp.clld.org/clld-static/icons/cff6600.png,Apma,168.2,4132,Apma,APMA,-15.66,Feature,168.2,-15.66,Point
ARAKI,http://asjp.clld.org/clld-static/icons/cff6600.png,Araki,166.96,4133,Araki,ARAKI,-15.64,Feature,166.96,-15.64,Point
ARAWE,http://asjp.clld.org/clld-static/icons/cff6600.png,Arawe,148.83,4134,Arawe,ARAWE,-5.92,Feature,148.83,-5.92,Point
ARE,http://asjp.clld.org/clld-static/icons/cff6600.png,Are,150,4135,Are,ARE,-9.67,Feature,150,-9.67,Point
ARIBWATSA,http://asjp.clld.org/clld-static/icons/cff6600.png,Aribwatsa,147,4136,Aribwatsa,ARIBWATSA,-6.72,Feature,147,-6.72,Point
AROP_LOKEP,http://asjp.clld.org/clld-static/icons/cff6600.png,Arop Lokep,147.01,4137,Arop Lokep,AROP_LOKEP,-5.33,Feature,147.01,-5.33,Point
AROP_SISSANO,http://asjp.clld.org/clld-static/icons/cff6600.png,Arop Sissano,142.12,4138,Arop Sissano,AROP_SISSANO,-3.07,Feature,142.12,-3.07,Point
AROSI_TAWATANA,http://asjp.clld.org/clld-static/icons/cff6600.png,Arosi Tawatana,161.33,4139,Arosi Tawatana,AROSI_TAWATANA,-10.25,Feature,161.33,-10.25,Point
ASUMBOA,http://asjp.clld.org/clld-static/icons/cff6600.png,Asumboa,166.67,4140,Asumboa,ASUMBOA,-11.33,Feature,166.67,-11.33,Point
ATCHIN,http://asjp.clld.org/clld-static/icons/cff6600.png,Atchin,167.33,4141,Atchin,ATCHIN,-16,Feature,167.33,-16,Point
AULU_SAA,http://asjp.clld.org/clld-static/icons/cff6600.png,Aulu Saa,161.45,4142,Aulu Saa,AULU_SAA,-9.26,Feature,161.45,-9.26,Point
AULUA,http://asjp.clld.org/clld-static/icons/cff6600.png,Aulua,167.67,4143,Aulua,AULUA,-16.33,Feature,167.67,-16.33,Point
AVASO_BABATANA,http://asjp.clld.org/clld-static/icons/cff6600.png,Avaso Babatana,157.5,4144,Avaso Babatana,AVASO_BABATANA,-7.33,Feature,157.5,-7.33,Point
AXAMB_AVOK,http://asjp.clld.org/clld-static/icons/cff6600.png,Axamb Avok,167.75,4145,Axamb Avok,AXAMB_AVOK,-16.5,Feature,167.75,-16.5,Point
AXAMB_MAXBAXO,http://asjp.clld.org/clld-static/icons/cff6600.png,Axamb Maxbaxo,167.75,4146,Axamb Maxbaxo,AXAMB_MAXBAXO,-16.54,Feature,167.75,-16.54,Point
AXAMB,http://asjp.clld.org/clld-static/icons/cff6600.png,Axamb,167.72,4147,Axamb,AXAMB,-16.52,Feature,167.72,-16.52,Point
AYIWO,http://asjp.clld.org/clld-static/icons/cff6600.png,Ayiwo,166.25,4148,Ayiwo,AYIWO,-10.33,Feature,166.25,-10.33,Point
AZERA,http://asjp.clld.org/clld-static/icons/cff6600.png,Azera,146.2,4149,Azera,AZERA,-6.3,Feature,146.2,-6.3,Point
BAETORA_NAROVOROVO,http://asjp.clld.org/clld-static/icons/cff6600.png,Baetora Narovorovo,168.12,4150,Baetora Narovorovo,BAETORA_NAROVOROVO,-15.32,Feature,168.12,-15.32,Point
BAETORA_NASAWA,http://asjp.clld.org/clld-static/icons/cff6600.png,Baetora Nasawa,168.14,4151,Baetora Nasawa,BAETORA_NASAWA,-15.28,Feature,168.14,-15.28,Point
